,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
19872,2009-12-20,2009-12-26,NORDESTE,CEARA,GASOLINA COMUM,232,R$/l,2.587,0.119,2.399,2.89,0.335,0.046,2.252,0.039,2.1858,2.495,0.017
19899,2009-12-27,2010-01-02,NORDESTE,CEARA,GASOLINA COMUM,241,R$/l,2.591,0.121,2.43,2.89,0.343,0.047,2.248,0.038,2.056,2.3561,0.017
19926,2010-01-03,2010-01-09,NORDESTE,CEARA,GASOLINA COMUM,244,R$/l,2.5860000000000003,0.127,2.45,2.95,0.343,0.049,2.243,0.034,2.1998,2.3548,0.015
19953,2010-01-10,2010-01-16,NORDESTE,CEARA,GASOLINA COMUM,230,R$/l,2.562,0.134,2.43,2.89,0.309,0.052,2.253,0.044,2.2,2.474,0.02
19980,2010-01-17,2010-01-23,NORDESTE,CEARA,GASOLINA COMUM,222,R$/l,2.57,0.132,2.43,2.9,0.294,0.051,2.276,0.041,2.1933,2.474,0.018
20007,2010-01-24,2010-01-30,NORDESTE,CEARA,GASOLINA COMUM,236,R$/l,2.568,0.132,2.42,2.9,0.293,0.051,2.275,0.03,2.205,2.3676,0.013
20034,2010-01-31,2010-02-06,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.5580000000000003,0.146,2.419,2.91,0.286,0.057,2.272,0.041,2.2262,2.45,0.018
20061,2010-02-07,2010-02-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,2.567,0.157,2.419,2.98,0.283,0.061,2.284,0.055,2.204,2.555,0.024
20088,2010-02-14,2010-02-20,NORDESTE,CEARA,GASOLINA COMUM,211,R$/l,2.609,0.144,2.4,2.98,0.343,0.055,2.266,0.047,2.2015,2.555,0.021
20115,2010-02-21,2010-02-27,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.59,0.156,2.419,2.98,0.332,0.06,2.258,0.042,2.1765,2.38,0.019
20142,2010-02-28,2010-03-06,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,2.553,0.171,2.369,2.98,0.319,0.067,2.234,0.043,2.19,2.36,0.019
20169,2010-03-07,2010-03-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,2.516,0.192,2.279,2.98,0.273,0.076,2.243,0.048,2.1976,2.4,0.021
20196,2010-03-14,2010-03-20,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.513,0.191,2.269,2.98,0.292,0.076,2.221,0.062,1.832,2.4,0.028
20223,2010-03-21,2010-03-27,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,2.481,0.201,2.239,2.98,0.266,0.081,2.215,0.067,2.1187,2.475,0.03
20250,2010-03-28,2010-04-03,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.457,0.215,2.199,2.98,0.268,0.088,2.189,0.07,2.0909,2.3927,0.032
20277,2010-04-04,2010-04-10,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,2.423,0.2289999999999999,2.199,2.977,0.246,0.095,2.177,0.079,2.056,2.4,0.036
20304,2010-04-11,2010-04-17,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.432,0.233,2.189,2.99,0.268,0.096,2.164,0.091,2.0025,2.4,0.042
20331,2010-04-18,2010-04-24,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.6830000000000003,0.102,2.36,2.99,0.488,0.038,2.195,0.071,2.0445,2.39,0.032
20358,2010-04-25,2010-05-01,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.694,0.08,2.53,2.99,0.465,0.03,2.229,0.048,2.0634,2.3996,0.022
20385,2010-05-02,2010-05-08,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,2.69,0.084,2.499,2.977,0.457,0.031,2.233,0.05,2.0421,2.3819,0.022
20412,2010-05-09,2010-05-15,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.697,0.084,2.57,2.98,0.427,0.031,2.27,0.046,2.1765,2.3836,0.02
20439,2010-05-16,2010-05-22,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,2.687,0.09,2.49,2.98,0.429,0.033,2.258,0.042,2.1451,2.3836,0.019
20466,2010-05-23,2010-05-29,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.688,0.094,2.36,2.98,0.443,0.035,2.245,0.06,2.1844,2.6736,0.027
20493,2010-05-30,2010-06-05,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.684,0.092,2.399,2.98,0.441,0.034,2.243,0.047,2.1108,2.376,0.021
20520,2010-06-06,2010-06-12,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.689,0.089,2.57,2.98,0.438,0.033,2.251,0.044,2.1742,2.37,0.02
20547,2010-06-13,2010-06-19,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,2.682,0.086,2.49,2.98,0.439,0.032,2.243,0.049,2.1755,2.45,0.022
20574,2010-06-20,2010-06-26,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.684,0.087,2.57,2.98,0.445,0.032,2.239,0.048,2.1797,2.3777,0.021
20601,2010-06-27,2010-07-03,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,2.678,0.09,2.49,2.98,0.437,0.034,2.241,0.043,2.1755,2.37,0.019
20628,2010-07-04,2010-07-10,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.677,0.094,2.54,2.98,0.434,0.035,2.243,0.046,2.1394,2.37,0.021
20655,2010-07-11,2010-07-17,NORDESTE,CEARA,GASOLINA COMUM,220,R$/l,2.672,0.094,2.499,2.98,0.433,0.035,2.239,0.042,2.1394,2.385,0.019
20682,2010-07-18,2010-07-24,NORDESTE,CEARA,GASOLINA COMUM,221,R$/l,2.672,0.094,2.57,2.98,0.435,0.035,2.237,0.044,2.1705,2.385,0.02
20709,2010-07-25,2010-07-31,NORDESTE,CEARA,GASOLINA COMUM,224,R$/l,2.6710000000000003,0.095,2.58,2.98,0.438,0.036,2.233,0.048,2.1652,2.4093,0.021
20736,2010-08-01,2010-08-07,NORDESTE,CEARA,GASOLINA COMUM,223,R$/l,2.668,0.0969999999999999,2.49,2.98,0.447,0.036,2.221,0.048,2.1633,2.4093,0.022
20763,2010-08-08,2010-08-14,NORDESTE,CEARA,GASOLINA COMUM,224,R$/l,2.669,0.095,2.56,2.98,0.433,0.036,2.236,0.038,2.1156,2.365,0.017
20790,2010-08-15,2010-08-21,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.668,0.0969999999999999,2.49,2.98,0.425,0.036,2.243,0.04,2.123,2.365,0.018
20817,2010-08-22,2010-08-28,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.0969999999999999,2.52,2.98,0.428,0.036,2.239,0.04,2.123,2.365,0.018
20844,2010-08-29,2010-09-04,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.668,0.094,2.52,2.98,0.432,0.035,2.236,0.034,2.175,2.3589,0.015
20871,2010-09-05,2010-09-11,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.095,2.49,2.98,0.425,0.036,2.242,0.032,2.175,2.3589,0.014
20898,2010-09-12,2010-09-18,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.098,2.49,2.98,0.415,0.037,2.252,0.038,2.194,2.375,0.017
20925,2010-09-19,2010-09-25,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.6660000000000004,0.102,2.47,2.98,0.415,0.038,2.251,0.037,2.1913,2.375,0.016
20952,2010-09-26,2010-10-02,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.6660000000000004,0.102,2.47,2.98,0.419,0.038,2.247,0.04,2.1996,2.5,0.018
20979,2010-10-03,2010-10-09,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.099,2.49,2.98,0.419,0.037,2.248,0.041,2.1923,2.5,0.018
21006,2010-10-10,2010-10-16,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.668,0.103,2.47,2.988,0.406,0.039,2.262,0.03,2.1342,2.3495,0.013
21033,2010-10-17,2010-10-23,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.6660000000000004,0.103,2.47,2.988,0.403,0.039,2.263,0.029,2.1342,2.325,0.013
21060,2010-10-24,2010-10-30,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.6660000000000004,0.098,2.47,2.95,0.396,0.037,2.27,0.027,2.1996,2.364,0.012
21087,2010-10-31,2010-11-06,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.664,0.0969999999999999,2.47,2.95,0.394,0.036,2.27,0.029,2.1996,2.364,0.013
21114,2010-11-07,2010-11-13,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.668,0.095,2.49,2.95,0.389,0.036,2.279,0.034,2.2106,2.3906,0.015
21141,2010-11-14,2010-11-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.6660000000000004,0.096,2.499,2.95,0.388,0.036,2.278,0.034,2.2,2.3906,0.015
21168,2010-11-21,2010-11-27,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.669,0.095,2.49,2.95,0.394,0.036,2.275,0.028,2.22,2.3656,0.012
21195,2010-11-28,2010-12-04,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.665,0.096,2.51,2.95,0.398,0.036,2.267,0.033,2.22,2.3656,0.015
21222,2010-12-05,2010-12-11,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.1,2.36,2.95,0.391,0.037,2.276,0.033,2.2106,2.384,0.014
21249,2010-12-12,2010-12-18,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.667,0.098,2.49,2.95,0.392,0.037,2.275,0.032,2.2106,2.384,0.014
21276,2010-12-19,2010-12-25,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.669,0.093,2.49,2.95,0.397,0.035,2.272,0.031,2.2135,2.386,0.014
21303,2010-12-26,2011-01-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.6660000000000004,0.096,2.49,2.95,0.391,0.036,2.275,0.039,2.2135,2.55,0.017
21330,2011-01-02,2011-01-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.667,0.0969999999999999,2.49,2.95,0.392,0.036,2.275,0.03,2.14,2.37,0.013
21357,2011-01-09,2011-01-15,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.6660000000000004,0.096,2.47,2.95,0.387,0.036,2.279,0.03,2.14,2.37,0.013
21384,2011-01-16,2011-01-22,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.669,0.095,2.47,2.95,0.388,0.036,2.281,0.029,2.24,2.395,0.013
21411,2011-01-23,2011-01-29,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.6660000000000004,0.096,2.47,2.95,0.379,0.036,2.287,0.037,2.24,2.59,0.016
21438,2011-01-30,2011-02-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.667,0.092,2.47,2.95,0.376,0.034,2.291,0.028,2.2106,2.3959,0.012
21465,2011-02-06,2011-02-12,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.668,0.09,2.499,2.95,0.381,0.034,2.287,0.028,2.2106,2.3959,0.012
21492,2011-02-13,2011-02-19,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.674,0.09,2.45,2.95,0.381,0.034,2.293,0.024,2.2314,2.375,0.01
21519,2011-02-20,2011-02-26,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.67,0.093,2.47,2.95,0.357,0.035,2.313,0.025,2.2314,2.375,0.011
21546,2011-02-27,2011-03-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.722,0.096,2.47,2.96,0.404,0.035,2.318,0.028,2.2222,2.3983,0.012
21573,2011-03-06,2011-03-12,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.754,0.08,2.53,2.96,0.434,0.0289999999999999,2.32,0.025,2.254,2.3983,0.011
21600,2011-03-13,2011-03-19,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.764,0.069,2.619,2.95,0.434,0.025,2.33,0.026,2.2339,2.39,0.011
21627,2011-03-20,2011-03-26,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.774,0.065,2.63,2.95,0.443,0.023,2.331,0.025,2.2728,2.39,0.011
21654,2011-03-27,2011-04-02,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.7710000000000004,0.069,2.63,2.98,0.433,0.025,2.338,0.029,2.2507,2.3999,0.012
21681,2011-04-03,2011-04-09,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.786,0.079,2.63,3.08,0.439,0.0279999999999999,2.347,0.041,2.2507,2.4752,0.017
21708,2011-04-10,2011-04-16,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.823,0.073,2.63,2.999,0.427,0.026,2.396,0.05,2.27,2.6339,0.021
21735,2011-04-17,2011-04-23,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.817,0.081,2.63,3.03,0.404,0.0289999999999999,2.413,0.058,2.27,2.6339,0.024
21762,2011-04-24,2011-04-30,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.825,0.076,2.7,2.999,0.364,0.027,2.461,0.06,2.144,2.749,0.024
21789,2011-05-01,2011-05-07,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.818,0.085,2.599,3.05,0.355,0.03,2.463,0.049,2.308,2.6088,0.02
21816,2011-05-08,2011-05-14,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.863,0.068,2.699,2.999,0.37,0.024,2.493,0.051,2.3105,2.6195,0.02
21843,2011-05-15,2011-05-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.8160000000000003,0.086,2.68,3.09,0.377,0.031,2.439,0.051,2.3105,2.562,0.021
21870,2011-05-22,2011-05-28,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.762,0.093,2.63,3.004,0.356,0.034,2.406,0.048,2.3179,2.6365,0.02
21897,2011-05-29,2011-06-04,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.736,0.114,2.57,3.08,0.347,0.042,2.389,0.042,2.3179,2.5329,0.018
21924,2011-06-05,2011-06-11,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.738,0.1,2.63,2.999,0.361,0.037,2.377,0.048,2.27,2.559,0.02
21951,2011-06-12,2011-06-18,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.725,0.105,2.59,2.999,0.358,0.039,2.367,0.054,2.27,2.559,0.023
21978,2011-06-19,2011-06-25,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.71,0.099,2.57,2.999,0.359,0.037,2.351,0.058,2,2.52,0.025
22005,2011-06-26,2011-07-02,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.716,0.1009999999999999,2.599,3.09,0.365,0.037,2.351,0.058,2,2.52,0.025
22032,2011-07-03,2011-07-09,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.721,0.0969999999999999,2.5,2.999,0.377,0.036,2.344,0.045,2.265,2.52,0.019
22059,2011-07-10,2011-07-16,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.71,0.106,2.5,2.999,0.353,0.039,2.357,0.04,2.265,2.52,0.017
22086,2011-07-17,2011-07-23,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.7060000000000004,0.113,2.59,2.99,0.336,0.042,2.37,0.054,2.28,2.85,0.023
22113,2011-07-24,2011-07-30,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.702,0.1169999999999999,2.59,2.99,0.339,0.043,2.363,0.056,2.28,2.85,0.024
22140,2011-07-31,2011-08-06,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.71,0.115,2.56,2.99,0.352,0.042,2.358,0.055,2.2914,2.735,0.023
22167,2011-08-07,2011-08-13,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.701,0.12,2.59,3.09,0.339,0.044,2.362,0.054,2.2914,2.735,0.023
22194,2011-08-14,2011-08-20,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.695,0.1119999999999999,2.59,2.99,0.319,0.042,2.376,0.037,2.268,2.4979,0.016
22221,2011-08-21,2011-08-27,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.694,0.1159999999999999,2.59,3.09,0.323,0.043,2.371,0.037,2.268,2.478,0.016
22248,2011-08-28,2011-09-03,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.701,0.113,2.589,2.99,0.351,0.042,2.35,0.045,2.2635,2.4941,0.019
22275,2011-09-04,2011-09-10,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.6910000000000003,0.123,2.589,3.09,0.349,0.046,2.342,0.047,2.2635,2.4941,0.02
22302,2011-09-11,2011-09-17,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.684,0.121,2.56,2.99,0.341,0.045,2.343,0.044,2.2786,2.4792,0.019
22329,2011-09-18,2011-09-24,NORDESTE,CEARA,GASOLINA COMUM,227,R$/l,2.674,0.128,2.549,3.09,0.33,0.048,2.344,0.046,2.2692,2.4792,0.02
22356,2011-09-25,2011-10-01,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.672,0.129,2.479,2.99,0.345,0.048,2.327,0.057,2.2628,2.55,0.024
22383,2011-10-02,2011-10-08,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.77,0.1,2.49,3.09,0.448,0.036,2.322,0.066,2.2371,2.668,0.028
22410,2011-10-09,2011-10-15,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.78,0.091,2.54,2.99,0.431,0.033,2.349,0.038,2.2668,2.475,0.016
22437,2011-10-16,2011-10-22,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.776,0.095,2.549,3.09,0.424,0.034,2.352,0.039,2.2785,2.475,0.017
22464,2011-10-23,2011-10-29,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.762,0.094,2.56,2.99,0.426,0.034,2.336,0.051,2.2603,2.555,0.022
22491,2011-10-30,2011-11-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.734,0.104,2.549,2.99,0.395,0.038,2.339,0.05,2.2603,2.555,0.021
22518,2011-11-06,2011-11-12,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.719,0.102,2.55,2.99,0.383,0.038,2.336,0.044,2.266,2.563,0.019
22545,2011-11-13,2011-11-19,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.721,0.1,2.619,2.99,0.392,0.037,2.329,0.046,2.245,2.563,0.02
22572,2011-11-20,2011-11-26,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.717,0.104,2.569,2.99,0.389,0.038,2.328,0.042,2.2651,2.47,0.018
22599,2011-11-27,2011-12-03,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.678,0.124,2.49,2.99,0.349,0.046,2.329,0.042,2.2651,2.47,0.018
22626,2011-12-04,2011-12-10,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.672,0.125,2.539,2.99,0.344,0.047,2.328,0.041,2.267,2.541,0.018
22653,2011-12-11,2011-12-17,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.6660000000000004,0.133,2.47,2.99,0.346,0.05,2.32,0.045,2.27,2.541,0.019
22680,2011-12-18,2011-12-24,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.636,0.149,2.479,2.99,0.318,0.057,2.318,0.048,2.2559,2.4902,0.021
22707,2011-12-25,2011-12-31,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.623,0.154,2.469,2.99,0.302,0.059,2.321,0.046,2.24,2.4902,0.02
22734,2012-01-01,2012-01-07,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.61,0.165,2.46,2.99,0.298,0.063,2.312,0.042,2.2193,2.4728,0.018
22761,2012-01-08,2012-01-14,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.6180000000000003,0.1669999999999999,2.459,3.09,0.304,0.064,2.314,0.04,2.2708,2.4728,0.017
22788,2012-01-15,2012-01-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.615,0.166,2.45,2.99,0.3,0.063,2.315,0.045,2.239,2.4862,0.019
22815,2012-01-22,2012-01-28,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.604,0.173,2.439,2.99,0.288,0.066,2.316,0.048,2.239,2.4862,0.021
22842,2012-01-29,2012-02-04,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.59,0.176,2.45,2.999,0.277,0.068,2.313,0.042,2.24,2.473,0.018
22869,2012-02-05,2012-02-11,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.6,0.177,2.399,2.999,0.292,0.068,2.308,0.044,2.24,2.473,0.019
22896,2012-02-12,2012-02-18,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.605,0.17,2.44,2.999,0.296,0.065,2.309,0.055,2.2619,2.54,0.024
22923,2012-02-19,2012-02-25,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.776,0.094,2.44,2.999,0.466,0.034,2.31,0.052,2.2648,2.4962,0.023
22950,2012-02-26,2012-03-03,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.786,0.081,2.59,2.999,0.472,0.0289999999999999,2.314,0.047,2.2608,2.4818,0.02
22977,2012-03-04,2012-03-10,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.786,0.076,2.67,2.999,0.468,0.027,2.318,0.045,2.2478,2.4818,0.019
23004,2012-03-11,2012-03-17,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7880000000000003,0.0819999999999999,2.59,3.09,0.467,0.0289999999999999,2.321,0.046,2.239,2.5162,0.02
23031,2012-03-18,2012-03-24,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7710000000000004,0.091,2.559,3.09,0.45,0.033,2.321,0.044,2.239,2.5162,0.019
23058,2012-03-25,2012-03-31,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.732,0.104,2.559,3.09,0.406,0.038,2.326,0.042,2.254,2.5127,0.018
23085,2012-04-01,2012-04-07,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.737,0.108,2.54,3.09,0.408,0.039,2.329,0.042,2.254,2.5127,0.018
23112,2012-04-08,2012-04-14,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.729,0.1009999999999999,2.59,2.999,0.394,0.037,2.335,0.043,2.2852,2.5,0.018
23139,2012-04-15,2012-04-21,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.725,0.104,2.59,2.999,0.389,0.038,2.336,0.045,2.27,2.5,0.019
23166,2012-04-22,2012-04-28,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.717,0.1,2.49,2.98,0.377,0.037,2.34,0.043,2.27,2.5328,0.018
23193,2012-04-29,2012-05-05,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.724,0.102,2.39,3.09,0.384,0.037,2.34,0.044,2.2794,2.5328,0.019
23220,2012-05-06,2012-05-12,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.725,0.099,2.59,2.98,0.378,0.036,2.347,0.045,2.28,2.5115,0.019
23247,2012-05-13,2012-05-19,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.701,0.115,2.549,2.98,0.357,0.043,2.344,0.048,2.237,2.5115,0.02
23274,2012-05-20,2012-05-26,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.657,0.138,2.479,3.09,0.318,0.052,2.339,0.042,2.279,2.5328,0.018
23301,2012-05-27,2012-06-02,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.68,0.13,2.479,3.09,0.343,0.049,2.337,0.043,2.279,2.5328,0.018
23328,2012-06-03,2012-06-09,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.651,0.148,2.459,3.09,0.316,0.0559999999999999,2.335,0.043,2.2699,2.4992,0.018
23355,2012-06-10,2012-06-16,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.645,0.147,2.45,2.97,0.31,0.0559999999999999,2.335,0.049,2.259,2.4992,0.021
23382,2012-06-17,2012-06-23,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.617,0.1639999999999999,2.449,3.009,0.284,0.063,2.333,0.051,2.2678,2.5359,0.022
23409,2012-06-24,2012-06-30,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.6260000000000003,0.161,2.45,3.009,0.291,0.061,2.335,0.048,2.2564,2.5359,0.021
23436,2012-07-01,2012-07-07,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.63,0.162,2.45,3.009,0.296,0.062,2.334,0.052,2.26,2.5147,0.022
23463,2012-07-08,2012-07-14,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.616,0.173,2.399,3.009,0.283,0.066,2.333,0.052,2.26,2.5147,0.022
23490,2012-07-15,2012-07-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.693,0.131,2.45,3.009,0.364,0.049,2.329,0.059,2.27,2.6376,0.025
23517,2012-07-22,2012-07-28,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7060000000000004,0.119,2.46,3.03,0.375,0.044,2.331,0.058,2.2649,2.6376,0.025
23544,2012-07-29,2012-08-04,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.721,0.1119999999999999,2.46,3.009,0.387,0.0409999999999999,2.334,0.04,2.2839,2.4648,0.017
23571,2012-08-05,2012-08-11,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.714,0.114,2.46,3.009,0.372,0.042,2.342,0.036,2.2824,2.4648,0.015
23598,2012-08-12,2012-08-18,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.719,0.109,2.57,3.009,0.373,0.04,2.346,0.038,2.27,2.5012,0.016
23625,2012-08-19,2012-08-25,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.718,0.11,2.559,3.009,0.37,0.04,2.348,0.035,2.2865,2.5012,0.015
23652,2012-08-26,2012-09-01,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.727,0.106,2.559,3.009,0.374,0.039,2.353,0.043,2.2933,2.565,0.018
23679,2012-09-02,2012-09-08,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.719,0.11,2.49,3.009,0.368,0.04,2.351,0.042,2.2791,2.565,0.018
23706,2012-09-09,2012-09-15,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.724,0.104,2.59,3.009,0.368,0.038,2.356,0.038,2.2785,2.57,0.016
23733,2012-09-16,2012-09-22,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7230000000000003,0.109,2.49,3.009,0.367,0.04,2.356,0.036,2.3158,2.57,0.015
23760,2012-09-23,2012-09-29,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.725,0.105,2.559,2.99,0.364,0.039,2.361,0.037,2.3062,2.5067,0.016
23787,2012-09-30,2012-10-06,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.72,0.106,2.57,2.99,0.36,0.039,2.36,0.036,2.3012,2.5067,0.015
